$\Omega$ (deg),$\omega$ (deg),$a$ (''),$i$ (deg),$P$ (years),$T_\mathrm{p}$ (years),$e$
184.54461035434826,61.65633647903028,1.1305304340480367,87.98324236462645,226.65320855710908,2022.3513971811517,0.44880163898701075
184.72062900457823,59.14017193499032,1.1613915845799392,88.12187459630637,232.81545957050042,2021.6560145804954,0.45166707557773267
184.4842278339098,59.53586744433881,1.157050581514504,88.00825150372897,232.94840964983769,2021.745770297196,0.4505172611601052
184.54132922976942,56.587718809272104,1.2094711112150078,88.05028734420556,247.23107627917116,2021.0770016182796,0.47204610490848947
184.66423997871632,59.497305222109105,1.1608366059098294,88.08512385009271,233.53655878932625,2021.750876477119,0.4526893671697674
184.61587270394082,60.94465283779402,1.1382612099320837,88.02505705637837,228.19363964057536,2022.1926001968327,0.4521327110368315
184.59406743478033,55.949363064825704,1.220106311895676,88.07080789059037,250.85603467301877,2020.8916050103737,0.47441404467859044
184.7249189704085,57.96596333424693,1.1802151364082887,88.1173286925521,239.9099729124437,2021.4330589355898,0.4631662028596884
184.50932416248085,62.1143613006268,1.1235462027436374,87.9404573714721,224.10671795901314,2022.4176945295146,0.4428306980238448
184.68840215060027,61.31256951805523,1.1285750256247016,88.11683195776344,224.57647663677065,2022.2299315555094,0.4438092817045757
184.58624239139343,58.27205514740784,1.180642818249291,88.0291705930095,239.81549657336438,2021.4988954129526,0.46334717266699893
184.76593164377442,58.983830879307,1.1689536890654415,88.1185622853365,235.88519431444078,2021.65914891447,0.45807981729897307
184.74563749787086,58.419515792413044,1.1794939662196624,88.13529849840668,239.6783961955494,2021.527185920873,0.4623712360678542
184.56588602458123,59.03646913882883,1.1676407827152937,88.03785708239423,235.77155303960302,2021.6952249515168,0.4591800863451971
184.68502914587916,61.4299215938613,1.1324354950308575,88.05352727282195,226.83408806410642,2022.272418597343,0.44716035961300954
184.6136441646871,59.369954645203165,1.1591686225699014,88.08509255757897,233.5671037868996,2021.7741807675366,0.4560185942098493
184.47945538881436,60.11554005117715,1.1473487595346121,87.99485230691644,230.51112487238,2021.9171952269462,0.4493235427300259
184.57445386926463,59.17613941751152,1.1630979504321548,88.06518241371754,234.47553923926276,2021.6869766397824,0.45465813524718424
184.67744577260254,59.81695173531494,1.1558541542852172,88.08707873489598,232.52916134061834,2021.9082521651053,0.4568662829982874
