JD,year,rho_lo,rho_med,rho_hi,theta_lo,theta_med,theta_hi
2453995.8704323308,2006.711538377581,0.7904994790328428,0.7931546077654906,0.7958702028172143,3.4154803335862303,3.5330473687276562,3.649219767445368
2454220.384755639,2007.3262382234846,0.7936633602165502,0.7961523271171944,0.7987012823096497,3.5166716333138908,3.6319453723898896,3.7458600361781462
2454444.8990789475,2007.9409380693892,0.7955760146695607,0.7979067208466946,0.8002724198780542,3.6172786456527364,3.7302833545484884,3.8417019310513965
2454669.4134022556,2008.5556379152927,0.7961679400412207,0.7983320684261749,0.8005344636059467,3.7172970229264295,3.8284269378101183,3.9374523954387834
2454893.9277255638,2009.1703377611962,0.7953645937227788,0.7973626863356238,0.7994102237424386,3.817809118197609,3.926254740802918,4.03356348463712
2455118.4420488724,2009.785037607101,0.7930892683845523,0.7949279637259488,0.7968001769620935,3.9184016564408317,4.024861585578504,4.129605489192867
2455342.9563721805,2010.3997374530045,0.7892495290284532,0.7909289379414085,0.7926446908774673,4.020064218333042,4.124090758242272,4.226594182842088
2455567.4706954886,2011.014437298908,0.7837606113999283,0.7853035247959053,0.7868615918782389,4.12267142711835,4.224627479901076,4.32490903524425
2455791.985018797,2011.6291371448128,0.7765625830190664,0.777958448435405,0.7793670445065608,4.227176146945009,4.326697732752202,4.425034399685834
2456016.4993421054,2012.2438369907163,0.7675470326098613,0.7688129182593183,0.7700748926816325,4.333297983739094,4.430948275844975,4.52713787477954
2456241.0136654135,2012.8585368366198,0.7566406635600353,0.7577761775972844,0.7589096988212636,4.442955115049383,4.53823293175135,4.631826756390388
2456465.5279887216,2013.4732366825233,0.7437537209804093,0.7447653806167216,0.7457780047161694,4.555878116255199,4.648503373557991,4.740190926729236
2456690.04231203,2014.087936528428,0.7288253942665024,0.7297186947199032,0.7306092532223759,4.673166817580369,4.763628818582595,4.852727482914563
2456914.5566353383,2014.7026363743314,0.7117562963445321,0.712549093481298,0.7133462192789782,4.795978266908791,4.883610159059455,4.970367835358316
2457139.0709586465,2015.317336220235,0.6925033815513241,0.6932036770949408,0.6939112714717428,4.92503447432388,5.010079554394199,5.094307285617863
2457363.585281955,2015.9320360661397,0.6709969052438449,0.6716291175253499,0.6722448427748348,5.0622164111316446,5.144275698827327,5.225454022312917
2457588.099605263,2016.5467359120432,0.6472092547700308,0.6477814788836606,0.6483332813056595,5.208943922518134,5.287890343944567,5.365790281227115
2457812.6139285713,2017.1614357579467,0.6210957894120975,0.6216267968864821,0.6221418582134992,5.366713205399706,5.4427956286745705,5.517390360522494
2458037.1282518795,2017.7761356038502,0.5926726662736839,0.5931764799109552,0.5936635371002484,5.5389819871157995,5.611848688246891,5.6832971912415235
2458261.642575188,2018.390835449755,0.5619503859786674,0.5624340319342138,0.562906965903067,5.729680845119167,5.798932861489463,5.867035723179429
2458486.156898496,2019.0055352956585,0.5289686566909635,0.5294419228344704,0.5299086791814989,5.942784983597615,6.008593752864017,6.0724941720166825
2458710.6712218043,2019.620235141562,0.4938129141439915,0.49426671501229313,0.4947192056987115,6.185319934037635,6.246439603689391,6.307466854936359
2458935.185545113,2020.2349349874667,0.4565752046455276,0.4570027912403619,0.4574205016386894,6.465827870331041,6.522714416145267,6.580297195988871
2459159.699868421,2020.8496348333701,0.417382779366026,0.4177627446962547,0.4181287039919634,6.796159424828212,6.849363777786906,6.903477523017585
2459384.214191729,2021.4643346792736,0.3763878155714285,0.3766930536397389,0.3769870896127787,7.195704109857011,7.2456229486760755,7.29763239384068
2459608.728515038,2022.0790345251785,0.3337623067525915,0.3339622730758266,0.3341596647714133,7.692694933577765,7.74174729852053,7.7925858406362485
2459833.242838346,2022.693734371082,0.28968923348692666,0.28976952720347593,0.28985233692174306,8.333630888636323,8.387422742907388,8.441937714003384
2460057.757161654,2023.3084342169855,0.24420107661092283,0.24433281864160938,0.24446126909974275,9.202704254612367,9.268662611548045,9.335691457390887
